player,nationality,position,team,comp_level,age,birth_year,minutes_90s,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked
Tyronne Ebuehi,NGA,DF,Empoli,Serie A,27,1995,12.2,570.0,442.0,127.0,9.0,0.0,3.0,23,118.0,0.0,0.0,0.0,0.0,426.0,1.0,19.0
Ederson,BRA,GK,Manchester City,Premier League,29,1993,30.9,1234.0,1077.0,157.0,43.0,0.0,9.0,0,0.0,0.0,0.0,0.0,0.0,1077.0,0.0,1.0
Éderson,BRA,MF,Atalanta,Serie A,24,1999,31.9,1662.0,1611.0,44.0,42.0,6.0,17.0,17,2.0,0.0,0.0,0.0,0.0,1390.0,7.0,27.0
Odsonne Édouard,FRA,"FW,MF",Crystal Palace,Premier League,25,1998,17.3,350.0,338.0,9.0,0.0,4.0,0.0,10,0.0,1.0,0.0,0.0,0.0,249.0,3.0,20.0
John Egan,IRL,DF,Sheffield Utd,Premier League,30,1992,5.4,185.0,181.0,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,128.0,2.0,1.0
Maximilian Eggestein,GER,MF,Freiburg,Bundesliga,26,1996,32.4,1330.0,1296.0,28.0,21.0,4.0,2.0,9,5.0,0.0,0.0,0.0,0.0,1080.0,6.0,48.0
Lilian Egloff,GER,"MF,DF",Stuttgart,Bundesliga,20,2002,1.2,41.0,40.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,1.0
Kingsley Ehizibue,NED,DF,Udinese,Serie A,28,1995,10.6,257.0,223.0,33.0,0.0,0.0,0.0,17,33.0,0.0,0.0,0.0,0.0,175.0,1.0,15.0
Hjalmar Ekdal,SWE,DF,Burnley,Premier League,24,1998,4.9,217.0,213.0,4.0,4.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,191.0,0.0,1.0
Hugo Ekitike,FRA,FW,Paris S-G,Ligue 1,21,2002,0.1,8.0,8.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0
Hugo Ekitike,FRA,FW,Eint Frankfurt,Bundesliga,21,2002,8.0,193.0,180.0,12.0,0.0,1.0,2.0,9,0.0,0.0,0.0,0.0,0.0,131.0,1.0,11.0
Emmanuel Ekong,SWE,FW,Empoli,Serie A,21,2002,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Caleb Ekuban,GHA,FW,Genoa,Serie A,29,1994,12.6,211.0,205.0,6.0,0.0,1.0,1.0,4,0.0,0.0,0.0,0.0,0.0,138.0,0.0,10.0
Anthony Elanga,SWE,"FW,MF",Nott'ham Forest,Premier League,21,2002,27.0,712.0,695.0,13.0,0.0,4.0,2.0,58,6.0,0.0,0.0,0.0,0.0,498.0,4.0,37.0
Simon Elisor,FRA,FW,Metz,Ligue 1,24,1999,8.5,157.0,139.0,18.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,111.0,0.0,5.0
Harvey Elliott,ENG,"MF,FW",Liverpool,Premier League,20,2003,15.0,986.0,932.0,44.0,4.0,3.0,8.0,62,10.0,19.0,9.0,7.0,0.0,825.0,10.0,17.0
Elif Elmas,MKD,"FW,MF",Napoli,Serie A,23,1999,3.8,191.0,183.0,7.0,1.0,0.0,0.0,6,3.0,3.0,0.0,1.0,0.0,167.0,1.0,4.0
Elif Elmas,MKD,"MF,FW",RB Leipzig,Bundesliga,23,1999,3.0,120.0,115.0,3.0,1.0,0.0,1.0,0,2.0,0.0,0.0,0.0,0.0,100.0,2.0,1.0
Mohamed Elneny,EGY,MF,Arsenal,Premier League,31,1992,0.3,40.0,39.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0
Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,29,1994,9.0,468.0,417.0,51.0,14.0,0.0,1.0,1,37.0,0.0,0.0,0.0,0.0,402.0,0.0,3.0
Nico Elvedi,SUI,DF,Gladbach,Bundesliga,26,1996,27.6,1690.0,1605.0,83.0,32.0,2.0,1.0,3,26.0,0.0,0.0,0.0,0.0,1500.0,2.0,11.0
Adri Embarba,ESP,"FW,MF",Almería,La Liga,31,1992,27.5,928.0,770.0,150.0,35.0,0.0,16.0,171,16.0,94.0,36.0,31.0,0.0,609.0,8.0,43.0
Breel Embolo,SUI,FW,Monaco,Ligue 1,26,1997,2.0,46.0,46.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,37.0,0.0,2.0
Emanuel Emegha,NED,FW,Strasbourg,Ligue 1,20,2003,23.1,294.0,278.0,16.0,1.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,215.0,0.0,10.0
Emerson,BRA,DF,Tottenham,Premier League,24,1999,12.9,1038.0,915.0,122.0,45.0,1.0,2.0,14,75.0,0.0,0.0,0.0,0.0,937.0,1.0,23.0
Youssef En-Nesyri,MAR,FW,Sevilla,La Liga,26,1997,28.6,318.0,271.0,47.0,0.0,2.0,2.0,4,3.0,0.0,0.0,0.0,0.0,205.0,0.0,13.0
Julio Enciso,PAR,"MF,FW",Brighton,Premier League,19,2004,5.3,178.0,168.0,8.0,2.0,2.0,0.0,8,1.0,2.0,0.0,0.0,0.0,132.0,2.0,5.0
Wataru Endo,JPN,MF,Liverpool,Premier League,30,1993,19.1,1315.0,1295.0,16.0,13.0,5.0,1.0,4,2.0,0.0,0.0,0.0,0.0,1157.0,4.0,19.0
Arne Engels,BEL,"MF,DF",Augsburg,Bundesliga,19,2003,15.6,587.0,498.0,85.0,19.0,3.0,9.0,80,30.0,36.0,20.0,13.0,0.0,394.0,4.0,23.0
Christian Eriksen,DEN,MF,Manchester Utd,Premier League,31,1992,12.7,805.0,745.0,55.0,25.0,5.0,9.0,43,3.0,26.0,12.0,8.0,2.0,648.0,5.0,13.0
Martin Erlic,CRO,DF,Sassuolo,Serie A,25,1998,29.1,1214.0,1144.0,68.0,53.0,0.0,13.0,5,7.0,0.0,0.0,0.0,0.0,972.0,2.0,7.0
Gonzalo Escalante,ARG,MF,Cádiz,La Liga,30,1993,18.9,711.0,689.0,15.0,7.0,2.0,2.0,5,1.0,0.0,0.0,0.0,0.0,537.0,7.0,12.0
Aarón Escandell,ESP,GK,Las Palmas,La Liga,27,1995,1.7,86.0,65.0,20.0,8.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,64.0,1.0,0.0
Alfonso Espino,URU,DF,Rayo Vallecano,La Liga,31,1992,27.9,1423.0,1132.0,288.0,28.0,2.0,5.0,50,260.0,0.0,0.0,0.0,0.0,1061.0,3.0,41.0
Bernardo Espinosa,COL,DF,Girona,La Liga,34,1989,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
Maxime Estève,FRA,DF,Burnley,Premier League,21,2002,14.5,821.0,754.0,66.0,13.0,1.0,3.0,5,5.0,0.0,0.0,0.0,0.0,690.0,1.0,10.0
Maxime Estève,FRA,DF,Montpellier,Ligue 1,21,2002,11.1,369.0,340.0,29.0,11.0,1.0,2.0,2,14.0,0.0,0.0,0.0,0.0,289.0,0.0,5.0
Oscar Estupiñan,COL,FW,Metz,Ligue 1,26,1996,2.9,61.0,54.0,5.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,41.0,2.0,1.0
Pervis Estupiñán,ECU,DF,Brighton,Premier League,25,1998,13.8,962.0,851.0,107.0,22.0,1.0,3.0,65,73.0,12.0,6.0,2.0,0.0,809.0,4.0,20.0
Karl Etta,CMR,FW,Cádiz,La Liga,19,2004,0.2,2.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Jonny Evans,NIR,DF,Manchester Utd,Premier League,35,1988,15.5,832.0,778.0,51.0,18.0,1.0,0.0,0,3.0,0.0,0.0,0.0,0.0,729.0,3.0,7.0
Eberechi Eze,ENG,"MF,FW",Crystal Palace,Premier League,25,1998,22.8,909.0,759.0,144.0,54.0,7.0,6.0,107,5.0,71.0,30.0,23.0,3.0,700.0,6.0,20.0
Abdessamad Ezzalzouli,MAR,"FW,MF",Barcelona,La Liga,21,2001,0.8,37.0,32.0,5.0,0.0,0.0,0.0,7,4.0,1.0,1.0,0.0,0.0,23.0,0.0,1.0
Abdessamad Ezzalzouli,MAR,FW,Betis,La Liga,21,2001,9.6,353.0,340.0,11.0,3.0,3.0,2.0,33,5.0,3.0,1.0,1.0,0.0,232.0,2.0,20.0
Giovanni Fabbian,ITA,"MF,FW",Bologna,Serie A,20,2003,11.7,287.0,282.0,5.0,3.0,1.0,1.0,4,2.0,0.0,0.0,0.0,0.0,225.0,0.0,7.0
Łukasz Fabiański,POL,GK,West Ham,Premier League,38,1985,8.0,239.0,161.0,77.0,21.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,160.0,1.0,1.0
Nicolò Fagioli,ITA,MF,Juventus,Serie A,22,2001,4.9,223.0,202.0,21.0,6.0,1.0,4.0,19,3.0,10.0,1.0,7.0,0.0,193.0,0.0,2.0
Romain Faivre,FRA,"MF,FW",Bournemouth,Premier League,25,1998,0.5,26.0,25.0,1.0,1.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0
Romain Faivre,FRA,"MF,FW",Lorient,Ligue 1,25,1998,16.1,601.0,546.0,54.0,19.0,2.0,2.0,38,4.0,25.0,11.0,3.0,0.0,495.0,1.0,9.0
Ilhan Fakili,FRA,"MF,FW",Clermont Foot,Ligue 1,17,2006,1.0,23.0,22.0,1.0,0.0,0.0,0.0,1,0.0,1.0,1.0,0.0,0.0,18.0,0.0,0.0
Radamel Falcao,COL,"FW,DF",Rayo Vallecano,La Liga,37,1986,4.5,110.0,103.0,7.0,1.0,1.0,0.0,1,2.0,0.0,0.0,0.0,0.0,92.0,0.0,1.0
Wladimiro Falcone,ITA,GK,Lecce,Serie A,28,1995,38.0,1145.0,836.0,305.0,57.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,778.0,4.0,0.0
Fali,ESP,DF,Cádiz,La Liga,29,1993,28.3,1050.0,989.0,54.0,49.0,5.0,21.0,10,0.0,0.0,0.0,0.0,0.0,799.0,7.0,7.0
Davide Faraoni,ITA,DF,Hellas Verona,Serie A,31,1991,6.7,304.0,235.0,65.0,4.0,1.0,4.0,19,59.0,2.0,0.0,1.0,0.0,228.0,4.0,6.0
Davide Faraoni,ITA,DF,Fiorentina,Serie A,31,1991,4.4,248.0,200.0,47.0,5.0,1.0,0.0,17,41.0,1.0,0.0,1.0,0.0,190.0,1.0,7.0
Ansu Fati,ESP,"MF,FW",Brighton,Premier League,20,2002,5.8,210.0,203.0,4.0,2.0,1.0,1.0,3,0.0,0.0,0.0,0.0,0.0,178.0,3.0,10.0
Ansu Fati,ESP,"MF,FW",Barcelona,La Liga,20,2002,0.6,28.0,25.0,3.0,1.0,0.0,0.0,0,1.0,1.0,0.0,0.0,0.0,24.0,0.0,0.0
Khalil Fayad,FRA,"FW,MF",Montpellier,Ligue 1,19,2004,11.4,345.0,333.0,10.0,4.0,1.0,4.0,13,4.0,0.0,0.0,0.0,0.0,276.0,2.0,6.0
Federico Fazio,ARG,DF,Salernitana,Serie A,36,1987,15.1,587.0,540.0,44.0,34.0,0.0,2.0,0,8.0,0.0,0.0,0.0,0.0,440.0,3.0,5.0
Jacopo Fazzini,ITA,MF,Empoli,Serie A,20,2003,13.7,499.0,445.0,52.0,23.0,4.0,1.0,54,4.0,24.0,7.0,13.0,0.0,343.0,2.0,19.0
Nabil Fekir,FRA,"MF,FW",Betis,La Liga,30,1993,11.7,611.0,534.0,73.0,29.0,3.0,5.0,56,3.0,34.0,13.0,17.0,0.0,482.0,4.0,16.0
Felipe,BRA,DF,Nott'ham Forest,Premier League,34,1989,4.2,215.0,206.0,8.0,7.0,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,183.0,1.0,1.0
Luiz Felipe,ITA,DF,Betis,La Liga,26,1997,4.0,169.0,163.0,4.0,4.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,151.0,2.0,0.0
João Félix,POR,FW,Barcelona,La Liga,23,1999,17.1,663.0,631.0,25.0,5.0,8.0,7.0,17,12.0,8.0,4.0,0.0,0.0,538.0,7.0,13.0
Ohis Felix Uduokhai,GER,DF,Augsburg,Bundesliga,25,1997,32.5,1658.0,1562.0,91.0,45.0,0.0,11.0,3,4.0,0.0,0.0,0.0,0.0,1349.0,5.0,6.0
Kiko Femenía,ESP,DF,Villarreal,La Liga,32,1991,17.6,1121.0,939.0,179.0,26.0,0.0,4.0,28,153.0,0.0,0.0,0.0,0.0,939.0,3.0,19.0
Evan Ferguson,IRL,FW,Brighton,Premier League,18,2004,15.2,303.0,269.0,32.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,244.0,2.0,13.0
Lewis Ferguson,SCO,MF,Bologna,Serie A,23,1999,30.1,1778.0,1740.0,34.0,16.0,7.0,9.0,11,17.0,1.0,0.0,0.0,0.0,1571.0,4.0,37.0
Bruno Fernandes,POR,"MF,FW",Manchester Utd,Premier League,28,1994,34.6,2179.0,1872.0,284.0,64.0,30.0,22.0,223,22.0,151.0,46.0,55.0,8.0,1590.0,23.0,62.0
Edimilson Fernandes,SUI,DF,Mainz 05,Bundesliga,27,1996,14.3,801.0,705.0,90.0,44.0,2.0,10.0,53,18.0,28.0,15.0,9.0,1.0,615.0,6.0,9.0
Aitor Fernández,ESP,GK,Osasuna,La Liga,32,1991,6.1,198.0,147.0,49.0,27.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,127.0,2.0,0.0
Álex Fernández,ESP,MF,Cádiz,La Liga,30,1992,14.3,649.0,578.0,67.0,29.0,0.0,6.0,35,6.0,20.0,6.0,10.0,0.0,539.0,4.0,11.0
Carlos Fernández,ESP,FW,Real Sociedad,La Liga,27,1996,4.5,83.0,78.0,5.0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,44.0,0.0,4.0
Enzo Fernández,ARG,MF,Chelsea,Premier League,22,2001,24.5,1862.0,1756.0,89.0,52.0,21.0,28.0,45,5.0,22.0,4.0,7.0,0.0,1574.0,17.0,30.0
Raúl Fernández,ESP,GK,Granada,La Liga,35,1988,3.1,107.0,73.0,32.0,15.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,69.0,2.0,0.0
Valery Fernández,ESP,"MF,FW",Girona,La Liga,23,1999,5.6,221.0,211.0,10.0,0.0,1.0,0.0,13,10.0,0.0,0.0,0.0,0.0,188.0,0.0,4.0
Fernando,ESP,GK,Almería,La Liga,33,1990,4.0,160.0,123.0,36.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,110.0,1.0,0.0
Fernando,BRA,MF,Sevilla,La Liga,36,1987,5.1,242.0,233.0,8.0,8.0,1.0,3.0,4,0.0,0.0,0.0,0.0,0.0,209.0,1.0,2.0
Ichem Ferrah,FRA,FW,Lille,Ligue 1,17,2005,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Andrea Ferraris,ITA,MF,Monza,Serie A,20,2003,0.1,4.0,3.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
André Ferreira,POR,GK,Granada,La Liga,27,1996,14.9,498.0,331.0,167.0,57.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,359.0,0.0,1.0
João Ferreira,POR,DF,Udinese,Serie A,22,2001,20.2,858.0,703.0,153.0,24.0,2.0,10.0,21,129.0,0.0,0.0,0.0,0.0,649.0,2.0,22.0
Jordan Ferri,FRA,MF,Montpellier,Ligue 1,31,1992,22.6,1331.0,1299.0,32.0,19.0,5.0,8.0,38,11.0,2.0,0.0,0.0,0.0,1101.0,0.0,20.0
Nacho Ferri,ESP,"FW,MF",Eint Frankfurt,Bundesliga,18,2004,0.8,26.0,25.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0
Rachad Fettal,MAR,FW,Almería,La Liga,18,2005,0.2,6.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0
Seydou Fini,ITA,"DF,FW",Genoa,Serie A,17,2006,0.4,14.0,12.0,2.0,0.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
Max Finkgräfe,GER,"DF,FW",Köln,Bundesliga,19,2004,19.5,859.0,662.0,196.0,17.0,1.0,8.0,61,172.0,7.0,3.0,3.0,0.0,598.0,1.0,35.0
Vincenzo Fiorillo,ITA,GK,Salernitana,Serie A,33,1990,4.0,128.0,59.0,67.0,13.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,53.0,2.0,0.0
Kilian Fischer,GER,"DF,MF",Wolfsburg,Bundesliga,22,2000,3.2,148.0,115.0,33.0,1.0,0.0,0.0,11,32.0,0.0,0.0,0.0,0.0,104.0,0.0,6.0
John Fleck,SCO,"MF,DF",Sheffield Utd,Premier League,31,1991,1.0,40.0,36.0,4.0,2.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0
Mark Flekken,NED,GK,Brentford,Premier League,30,1993,36.5,1580.0,1122.0,455.0,166.0,0.0,5.0,0,0.0,0.0,0.0,0.0,0.0,1131.0,3.0,0.0
Alessandro Florenzi,ITA,DF,Milan,Serie A,32,1991,19.2,1277.0,1055.0,218.0,51.0,1.0,20.0,122,104.0,63.0,28.0,30.0,0.0,1055.0,4.0,16.0
Phil Foden,ENG,"FW,MF",Manchester City,Premier League,23,2000,31.7,1767.0,1684.0,79.0,19.0,15.0,6.0,89,4.0,50.0,26.0,14.0,0.0,1511.0,4.0,49.0
Wes Foderingham,ENG,GK,Sheffield Utd,Premier League,32,1991,29.4,1054.0,658.0,386.0,124.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,595.0,10.0,1.0
Malick Fofana,BEL,FW,Lyon,Ligue 1,18,2005,6.2,180.0,175.0,5.0,0.0,0.0,0.0,20,5.0,0.0,0.0,0.0,0.0,143.0,0.0,8.0
Youssouf Fofana,FRA,MF,Monaco,Ligue 1,24,1999,30.0,1789.0,1693.0,83.0,77.0,13.0,4.0,14,6.0,0.0,0.0,0.0,0.0,1453.0,13.0,30.0
Jonas Föhrenbach,GER,DF,Heidenheim,Bundesliga,27,1996,31.0,1462.0,1151.0,307.0,17.0,0.0,17.0,73,289.0,1.0,1.0,0.0,0.0,1046.0,4.0,38.0
Thomas Foket,BEL,DF,Reims,Ligue 1,28,1994,20.4,1069.0,865.0,192.0,8.0,0.0,0.0,37,184.0,0.0,0.0,0.0,0.0,862.0,12.0,27.0
Michael Folorunsho,ITA,"MF,FW",Hellas Verona,Serie A,25,1998,30.9,796.0,768.0,25.0,14.0,1.0,12.0,64,11.0,0.0,0.0,0.0,0.0,486.0,3.0,32.0
Tiago Fonseca Morais,POR,FW,Lille,Ligue 1,19,2003,0.5,15.0,13.0,2.0,0.0,0.0,0.0,1,0.0,2.0,1.0,0.0,0.0,11.0,0.0,0.0
Pablo Fornals,ESP,"MF,FW",West Ham,Premier League,27,1996,4.7,210.0,204.0,6.0,2.0,0.0,2.0,8,2.0,0.0,0.0,0.0,0.0,162.0,0.0,6.0
Pablo Fornals,ESP,"FW,MF",Betis,La Liga,27,1996,12.8,672.0,625.0,43.0,5.0,3.0,5.0,51,12.0,26.0,12.0,11.0,0.0,500.0,4.0,28.0
Emil Forsberg,SWE,"MF,FW",RB Leipzig,Bundesliga,31,1991,5.2,199.0,190.0,7.0,1.0,0.0,3.0,8,0.0,5.0,3.0,2.0,0.0,163.0,2.0,6.0
Omari Forson,ENG,FW,Manchester Utd,Premier League,19,2004,0.8,33.0,32.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,1.0
Philipp Förster,GER,"MF,FW",Bochum,Bundesliga,28,1995,4.3,208.0,183.0,24.0,12.0,0.0,0.0,28,0.0,11.0,5.0,5.0,0.0,156.0,1.0,4.0
Héctor Fort,ESP,DF,Barcelona,La Liga,16,2006,3.5,230.0,203.0,27.0,6.0,0.0,2.0,6,21.0,0.0,0.0,0.0,0.0,200.0,0.0,2.0
Lyle Foster,RSA,"FW,MF",Burnley,Premier League,22,2000,21.1,461.0,430.0,29.0,2.0,3.0,5.0,3,4.0,0.0,0.0,0.0,0.0,312.0,2.0,16.0
Dimitri Foulquier,FRA,"DF,MF",Valencia,La Liga,30,1993,20.5,1042.0,791.0,245.0,22.0,1.0,4.0,42,223.0,0.0,0.0,0.0,0.0,766.0,6.0,43.0
Juan Foyth,ARG,DF,Villarreal,La Liga,25,1998,11.8,690.0,579.0,109.0,15.0,1.0,5.0,18,94.0,0.0,0.0,0.0,0.0,565.0,2.0,16.0
Matheus França,BRA,"MF,FW",Crystal Palace,Premier League,19,2004,2.6,79.0,69.0,10.0,1.0,0.0,1.0,14,0.0,9.0,5.0,2.0,0.0,51.0,0.0,5.0
Bartol Franjić,CRO,MF,Darmstadt 98,Bundesliga,23,2000,13.7,556.0,534.0,21.0,13.0,0.0,1.0,4,8.0,0.0,0.0,0.0,0.0,462.0,1.0,9.0
Przemysław Frankowski,POL,DF,Lens,Ligue 1,28,1995,24.4,1320.0,1108.0,206.0,8.0,3.0,5.0,118,188.0,10.0,3.0,4.0,0.0,1008.0,6.0,38.0
Nathan Fraser,IRL,FW,Wolves,Premier League,18,2005,2.1,42.0,39.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,3.0
Davide Frattesi,ITA,MF,Inter,Serie A,23,1999,10.6,301.0,293.0,7.0,6.0,2.0,2.0,11,1.0,0.0,0.0,0.0,0.0,235.0,1.0,7.0
Jean Frederic N'Guessan,CIV,"MF,FW",Metz,Ligue 1,20,2003,1.2,46.0,44.0,2.0,2.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,37.0,0.0,1.0
Morten Frendrup,DEN,MF,Genoa,Serie A,22,2001,34.9,1224.0,1181.0,41.0,10.0,1.0,4.0,12,22.0,0.0,0.0,0.0,0.0,979.0,2.0,38.0
Remo Freuler,SUI,MF,Bologna,Serie A,31,1992,29.2,1890.0,1789.0,97.0,87.0,1.0,4.0,9,10.0,0.0,0.0,0.0,0.0,1710.0,4.0,22.0
Marco Friedl,AUT,DF,Werder Bremen,Bundesliga,25,1998,24.4,1081.0,1033.0,43.0,37.0,0.0,3.0,4,5.0,0.0,0.0,0.0,0.0,930.0,5.0,5.0
Marvin Friedrich,GER,DF,Gladbach,Bundesliga,27,1995,17.4,905.0,859.0,43.0,22.0,0.0,4.0,2,20.0,0.0,0.0,0.0,0.0,755.0,3.0,9.0
Jeremie Frimpong,NED,DF,Leverkusen,Bundesliga,22,2000,25.0,1026.0,919.0,103.0,3.0,4.0,4.0,93,100.0,0.0,0.0,0.0,0.0,797.0,4.0,38.0
Jorge de Frutos,ESP,"FW,MF",Rayo Vallecano,La Liga,26,1997,17.2,483.0,463.0,17.0,2.0,0.0,1.0,53,8.0,7.0,3.0,4.0,0.0,344.0,3.0,24.0
Chris Führich,GER,"FW,MF",Stuttgart,Bundesliga,25,1998,28.5,1370.0,1235.0,131.0,29.0,7.0,10.0,100,41.0,61.0,31.0,7.0,0.0,1112.0,4.0,34.0
Shiō Fukuda,JPN,"FW,MF",Gladbach,Bundesliga,19,2004,0.4,6.0,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Angelo Fulgini,FRA,MF,Lens,Ligue 1,26,1996,15.3,789.0,661.0,113.0,29.0,10.0,5.0,114,8.0,74.0,34.0,35.0,0.0,569.0,15.0,15.0
Niclas Füllkrug,GER,FW,Werder Bremen,Bundesliga,30,1993,2.0,66.0,65.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,2.0
Niclas Füllkrug,GER,FW,Dortmund,Bundesliga,30,1993,24.6,572.0,557.0,14.0,1.0,4.0,5.0,5,0.0,0.0,0.0,0.0,0.0,378.0,1.0,23.0
Gerardo Fusco,ITA,FW,Salernitana,Serie A,18,2005,0.2,7.0,7.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
Daniel Fuzato,BRA,GK,Getafe,La Liga,26,1997,0.1,10.0,6.0,4.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
Matteo Gabbia,ITA,DF,Milan,Serie A,23,1999,14.2,902.0,862.0,39.0,19.0,0.0,2.0,0,4.0,0.0,0.0,0.0,0.0,815.0,1.0,7.0
Matteo Gabbia,ITA,DF,Villarreal,La Liga,23,1999,5.3,299.0,283.0,15.0,9.0,0.0,5.0,0,0.0,0.0,0.0,0.0,0.0,267.0,1.0,0.0
Gianluca Gaetano,ITA,"FW,MF",Cagliari,Serie A,23,2000,8.3,236.0,216.0,18.0,8.0,2.0,1.0,15,0.0,4.0,1.0,2.0,0.0,171.0,2.0,5.0
Gianluca Gaetano,ITA,MF,Napoli,Serie A,23,2000,1.8,79.0,78.0,1.0,1.0,0.0,1.0,3,0.0,0.0,0.0,0.0,0.0,70.0,0.0,1.0
Roberto Gagliardini,ITA,"MF,DF",Monza,Serie A,29,1994,26.2,1487.0,1427.0,57.0,45.0,2.0,13.0,8,8.0,3.0,0.0,0.0,0.0,1339.0,3.0,11.0
Cody Gakpo,NED,"FW,MF",Liverpool,Premier League,24,1999,18.3,564.0,547.0,15.0,5.0,1.0,2.0,21,6.0,0.0,0.0,0.0,0.0,436.0,2.0,15.0
Javi Galán,ESP,DF,Atlético Madrid,La Liga,28,1994,1.0,60.0,49.0,11.0,0.0,0.0,0.0,6,9.0,2.0,0.0,1.0,0.0,45.0,0.0,3.0
Javi Galán,ESP,DF,Real Sociedad,La Liga,28,1994,11.9,657.0,534.0,122.0,11.0,1.0,8.0,46,111.0,0.0,0.0,0.0,0.0,526.0,1.0,16.0
Iñigo Ruiz de Galarreta,ESP,MF,Athletic Club,La Liga,29,1993,23.2,1232.0,1157.0,69.0,29.0,8.0,20.0,57,2.0,36.0,1.0,30.0,0.0,993.0,6.0,18.0
Pablo Galdames Millán,CHI,"MF,DF",Genoa,Serie A,26,1996,0.1,23.0,23.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0
Conor Gallagher,ENG,MF,Chelsea,Premier League,23,2000,34.8,2018.0,1889.0,122.0,50.0,5.0,7.0,64,17.0,45.0,15.0,12.0,2.0,1801.0,7.0,29.0
Antonino Gallo,ITA,DF,Lecce,Serie A,23,2000,27.7,1408.0,1087.0,313.0,49.0,0.0,9.0,138,249.0,15.0,1.0,7.0,0.0,995.0,8.0,37.0
Cristian Gamboa,CRC,DF,Bochum,Bundesliga,33,1989,13.2,475.0,383.0,91.0,3.0,0.0,3.0,23,88.0,0.0,0.0,0.0,0.0,350.0,1.0,6.0
Kévin Gameiro,FRA,"FW,MF",Strasbourg,Ligue 1,36,1987,15.0,461.0,448.0,12.0,1.0,4.0,1.0,10,0.0,0.0,0.0,0.0,0.0,373.0,1.0,14.0
Idrissa Gana Gueye,SEN,MF,Everton,Premier League,33,1989,20.9,898.0,882.0,13.0,3.0,2.0,6.0,11,4.0,0.0,0.0,0.0,0.0,758.0,3.0,14.0
