player,nationality,position,team,comp_level,age,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90
Lars Olden Larsen,NOR,FW,NEC Nijmegen,Eredivisie,24,1998,19,7,674,7.5,1,0,1,1,0,0,0,0,1.4,1.4,0.3,1.8,15.0,10.0,49.0,0.13,0.0,0.13,0.13,0.13,0.19,0.04,0.24,0.19,0.24
Nick Olij,NED,GK,Sparta R'dam,Eredivisie,27,1995,34,34,3060,34.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simon Olsson,SWE,"MF,FW",Heerenveen,Eredivisie,25,1997,34,32,2729,30.3,2,3,5,2,0,0,3,0,2.6,2.6,3.0,5.6,35.0,125.0,65.0,0.07,0.1,0.16,0.07,0.16,0.08,0.1,0.18,0.08,0.18
Richie Omorowa,SWE,FW,Excelsior,Eredivisie,19,2004,22,2,514,5.7,2,2,4,2,0,0,1,0,2.6,2.6,1.2,3.8,1.0,5.0,29.0,0.35,0.35,0.7,0.35,0.7,0.45,0.2,0.66,0.45,0.66
Fredrik Oppegard,NOR,DF,Heracles Almelo,Eredivisie,20,2002,15,15,1349,15.0,0,1,1,0,0,0,1,0,0.4,0.4,1.0,1.4,52.0,33.0,79.0,0.0,0.07,0.07,0.0,0.07,0.02,0.07,0.09,0.02,0.09
Ragnar Oratmangoen,IDN,"MF,FW",Fortuna Sittard,Eredivisie,25,1998,27,8,885,9.8,0,1,1,0,0,0,2,0,1.0,1.0,0.8,1.8,23.0,42.0,62.0,0.0,0.1,0.1,0.0,0.1,0.1,0.08,0.18,0.1,0.18
Alois Oroz,CRO,DF,Vitesse,Eredivisie,22,2000,27,23,1891,21.0,1,0,1,1,0,0,9,0,1.0,1.0,0.4,1.4,5.0,64.0,17.0,0.05,0.0,0.05,0.05,0.05,0.05,0.02,0.07,0.05,0.07
Anas Ouahim,GER,"MF,FW",Heracles Almelo,Eredivisie,25,1997,18,16,1219,13.5,2,1,3,2,0,0,4,0,1.5,1.5,1.0,2.5,23.0,43.0,40.0,0.15,0.07,0.22,0.15,0.22,0.11,0.07,0.18,0.11,0.18
Mohamed Oukhattou,NED,"FW,MF",Zwolle,Eredivisie,18,2005,2,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.68,0.0,0.68
Yassin Oukili,NED,MF,RKC Waalwijk,Eredivisie,22,2001,32,32,2789,31.0,5,1,6,5,0,0,6,0,2.4,2.4,2.1,4.5,22.0,96.0,74.0,0.16,0.03,0.19,0.16,0.19,0.08,0.07,0.15,0.08,0.15
Bilal Ould-Chikh,MAR,"FW,MF",Volendam,Eredivisie,26,1997,25,25,2125,23.6,2,7,9,2,0,0,3,0,1.2,1.2,4.8,6.0,103.0,52.0,142.0,0.08,0.3,0.38,0.08,0.38,0.05,0.2,0.25,0.05,0.25
Rome-Jayden Owusu-Oduro,NED,GK,AZ Alkmaar,Eredivisie,19,2004,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oğuzhan Özyakup,TUR,MF,Fortuna Sittard,Eredivisie,30,1992,22,10,962,10.7,1,1,2,1,0,0,3,0,1.5,1.5,1.5,3.0,12.0,51.0,29.0,0.09,0.09,0.19,0.09,0.19,0.14,0.14,0.28,0.14,0.28
Igor Paixão,BRA,FW,Feyenoord,Eredivisie,23,2000,31,25,1924,21.4,9,3,12,9,0,0,3,0,7.5,7.5,6.3,13.8,84.0,57.0,250.0,0.42,0.14,0.56,0.42,0.56,0.35,0.29,0.64,0.35,0.64
Ivor Pandur,CRO,GK,Fortuna Sittard,Eredivisie,23,2000,16,16,1440,16.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Troy Parrott,IRL,FW,Excelsior,Eredivisie,21,2002,25,18,1588,17.6,10,4,14,10,0,0,2,1,9.5,9.5,3.3,12.8,38.0,22.0,82.0,0.57,0.23,0.79,0.57,0.79,0.53,0.18,0.72,0.53,0.72
Vangelis Pavlidis,GRE,FW,AZ Alkmaar,Eredivisie,24,1998,34,34,2995,33.3,29,4,33,28,1,1,2,0,23.8,23.0,6.2,29.2,70.0,79.0,253.0,0.87,0.12,0.99,0.84,0.96,0.71,0.19,0.9,0.69,0.88
Deron Payne,NED,DF,Volendam,Eredivisie,20,2002,15,10,863,9.6,0,1,1,0,0,0,2,0,0.1,0.1,1.5,1.6,13.0,27.0,42.0,0.0,0.1,0.1,0.0,0.1,0.01,0.16,0.16,0.01,0.16
Álvaro Peña,ESP,MF,Almere City,Eredivisie,31,1991,23,15,1127,12.5,1,0,1,1,0,0,3,0,1.0,1.0,0.9,2.0,13.0,64.0,47.0,0.08,0.0,0.08,0.08,0.08,0.08,0.08,0.16,0.08,0.16
Alexandre Penetra,POR,DF,AZ Alkmaar,Eredivisie,21,2001,25,19,1756,19.5,0,1,1,0,0,0,0,0,1.0,1.0,0.9,2.0,8.0,66.0,7.0,0.0,0.05,0.05,0.0,0.05,0.05,0.05,0.1,0.05,0.1
Ricardo Pepi,USA,"FW,MF",PSV Eindhoven,Eredivisie,20,2003,27,1,484,5.4,7,2,9,6,1,1,2,0,7.2,6.5,1.0,7.5,7.0,9.0,52.0,1.3,0.37,1.67,1.12,1.49,1.34,0.19,1.53,1.21,1.4
Brayann Pereira,FRA,DF,NEC Nijmegen,Eredivisie,20,2003,15,10,788,8.8,0,1,1,0,0,0,1,0,0.0,0.0,0.6,0.6,14.0,10.0,38.0,0.0,0.11,0.11,0.0,0.11,0.0,0.07,0.07,0.0,0.07
Kristoffer Peterson,SWE,"MF,FW",Fortuna Sittard,Eredivisie,28,1994,18,6,583,6.5,0,2,2,0,0,0,1,0,0.7,0.7,1.9,2.5,16.0,15.0,46.0,0.0,0.31,0.31,0.0,0.31,0.11,0.29,0.39,0.11,0.39
Kik Pierie,NED,DF,Excelsior,Eredivisie,23,2000,5,3,296,3.3,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,1.0,11.0,0.0,0.3,0.0,0.3,0.3,0.3,0.09,0.0,0.09,0.09,0.09
Ivo Pinto,POR,DF,Fortuna Sittard,Eredivisie,33,1990,32,32,2806,31.2,0,4,4,0,0,0,6,0,0.3,0.3,3.6,4.0,79.0,121.0,129.0,0.0,0.13,0.13,0.0,0.13,0.01,0.12,0.13,0.01,0.13
Michael Pinto,LUX,DF,Vitesse,Eredivisie,30,1993,23,23,1818,20.2,1,2,3,1,0,0,2,0,0.4,0.4,2.1,2.5,37.0,94.0,63.0,0.05,0.1,0.15,0.05,0.15,0.02,0.11,0.12,0.02,0.12
Brian Plat,NED,DF,Volendam,Eredivisie,23,2000,27,21,1982,22.0,0,0,0,0,0,0,3,0,0.6,0.6,0.7,1.3,19.0,59.0,19.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06
Ernest Poku,NED,FW,AZ Alkmaar,Eredivisie,19,2004,21,5,663,7.4,1,3,4,1,0,0,1,0,2.2,2.2,1.5,3.7,39.0,9.0,76.0,0.14,0.41,0.54,0.14,0.54,0.3,0.2,0.5,0.3,0.5
Bram van Polen,NED,DF,Zwolle,Eredivisie,37,1985,31,31,2657,29.5,0,2,2,0,0,0,6,0,2.4,2.4,1.7,4.1,30.0,77.0,97.0,0.0,0.07,0.07,0.0,0.07,0.08,0.06,0.14,0.08,0.14
Danny Post,NED,"MF,DF",Almere City,Eredivisie,34,1989,2,0,39,0.4,1,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.31,0.0,2.31,2.31,2.31,0.11,0.0,0.11,0.11,0.11
Dirk Proper,NED,MF,NEC Nijmegen,Eredivisie,21,2002,27,27,2299,25.5,5,4,9,5,0,0,4,0,2.6,2.6,1.1,3.7,25.0,125.0,36.0,0.2,0.16,0.35,0.2,0.35,0.1,0.04,0.14,0.1,0.14
Davy Pröpper,NED,MF,Vitesse,Eredivisie,31,1991,2,1,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06
Robin Pröpper,NED,DF,Twente,Eredivisie,29,1993,33,33,2749,30.5,3,0,3,3,0,0,7,0,1.7,1.7,0.7,2.4,24.0,173.0,16.0,0.1,0.0,0.1,0.1,0.1,0.06,0.02,0.08,0.06,0.08
Jeffrey Puriel,NED,FW,Almere City,Eredivisie,20,2002,1,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.36,0.46,0.1,0.46
Diant Ramaj,GER,GK,Ajax,Eredivisie,21,2001,22,20,1824,20.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
André Ramalho,BRA,DF,PSV Eindhoven,Eredivisie,31,1992,33,29,2356,26.2,3,1,4,3,0,0,5,0,2.3,2.3,0.7,3.0,29.0,230.0,4.0,0.11,0.04,0.15,0.11,0.15,0.09,0.03,0.12,0.09,0.12
Bart Ramselaar,NED,"FW,MF",Utrecht,Eredivisie,27,1996,11,3,401,4.5,1,1,2,1,0,0,0,0,0.6,0.6,0.3,0.9,16.0,23.0,31.0,0.22,0.22,0.45,0.22,0.45,0.12,0.07,0.19,0.12,0.19
Youri Regeer,NED,"DF,MF",Twente,Eredivisie,19,2003,32,18,1751,19.5,2,1,3,2,0,0,3,0,1.3,1.3,3.1,4.4,37.0,107.0,130.0,0.1,0.05,0.15,0.1,0.15,0.07,0.16,0.22,0.07,0.22
Gyan de Regt,NED,"FW,MF",Vitesse,Eredivisie,20,2002,26,13,1186,13.2,1,1,2,1,0,0,3,0,2.4,2.4,2.2,4.7,33.0,21.0,88.0,0.08,0.08,0.15,0.08,0.15,0.18,0.17,0.35,0.18,0.35
Eliano Reijnders,NED,"FW,DF",Zwolle,Eredivisie,22,2000,32,24,2076,23.1,3,1,4,3,0,0,2,0,2.8,2.8,1.6,4.4,63.0,63.0,159.0,0.13,0.04,0.17,0.13,0.17,0.12,0.07,0.19,0.12,0.19
Devyne Rensch,NED,DF,Ajax,Eredivisie,20,2003,28,26,2212,24.6,2,4,6,2,0,0,2,1,1.2,1.2,2.5,3.7,39.0,120.0,66.0,0.08,0.16,0.24,0.08,0.24,0.05,0.1,0.15,0.05,0.15
Stije Resink,NED,MF,Almere City,Eredivisie,20,2003,32,28,2578,28.6,1,1,2,1,0,0,8,0,2.1,2.1,1.2,3.3,32.0,152.0,37.0,0.03,0.03,0.07,0.03,0.07,0.07,0.04,0.12,0.07,0.12
Francisco Reyes,DOM,DF,Volendam,Eredivisie,17,2006,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julian Rijkhoff,NED,"FW,MF",Ajax,Eredivisie,18,2005,8,0,70,0.8,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.39,0.39,0.39
Milan Robberechts,BEL,"FW,MF",Fortuna Sittard,Eredivisie,19,2004,10,2,217,2.4,1,0,1,1,0,0,1,0,0.4,0.4,0.1,0.5,6.0,3.0,21.0,0.41,0.0,0.41,0.41,0.41,0.17,0.04,0.22,0.17,0.22
Thomas Robinet,FRA,"FW,MF",Almere City,Eredivisie,26,1996,33,33,2853,31.7,11,3,14,8,3,3,4,1,11.5,9.1,2.7,11.8,21.0,79.0,157.0,0.35,0.09,0.44,0.25,0.35,0.36,0.09,0.45,0.29,0.37
Robin Roefs,NED,GK,NEC Nijmegen,Eredivisie,20,2003,5,4,420,4.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Godfried Roemeratoe,CUW,MF,RKC Waalwijk,Eredivisie,23,1999,29,28,2328,25.9,0,2,2,0,0,0,8,1,0.2,0.2,1.3,1.5,17.0,91.0,11.0,0.0,0.08,0.08,0.0,0.08,0.01,0.05,0.06,0.01,0.06
Ole Romeny,NED,"FW,MF",Utrecht,Eredivisie,23,2000,15,4,518,5.8,1,0,1,1,0,0,0,0,1.5,1.5,0.2,1.7,17.0,14.0,46.0,0.17,0.0,0.17,0.17,0.17,0.26,0.04,0.29,0.26,0.29
Philippe Rommens,BEL,MF,Go Ahead Eag,Eredivisie,25,1997,20,20,1618,18.0,5,4,9,4,1,1,1,0,2.5,1.7,2.8,4.6,17.0,120.0,39.0,0.28,0.22,0.5,0.22,0.44,0.14,0.16,0.3,0.1,0.25
Bart van Rooij,NED,DF,NEC Nijmegen,Eredivisie,22,2001,24,23,1975,21.9,2,3,5,2,0,0,5,1,1.5,1.5,2.7,4.2,55.0,68.0,90.0,0.09,0.14,0.23,0.09,0.23,0.07,0.12,0.19,0.07,0.19
Kaj de Rooij,NED,"FW,MF",Zwolle,Eredivisie,22,2000,5,1,165,1.8,0,0,0,0,0,0,1,0,0.3,0.3,0.5,0.9,4.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.17,0.29,0.47,0.17,0.47
Eloy Room,CUW,GK,Vitesse,Eredivisie,34,1989,34,34,3060,34.0,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
Ruben Roosken,NED,"DF,FW",Heracles Almelo,Eredivisie,23,2000,23,14,1312,14.6,0,2,2,0,0,0,2,0,0.1,0.1,1.9,2.1,27.0,44.0,100.0,0.0,0.14,0.14,0.0,0.14,0.01,0.13,0.14,0.01,0.14
Sergi Rosanas,ESP,DF,Sparta R'dam,Eredivisie,22,2001,2,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rayvien Rosario,CUW,"FW,DF",Sparta R'dam,Eredivisie,19,2004,6,0,46,0.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.31,0.03,0.34,0.31,0.34
Loreintz Rosier,FRA,MF,Fortuna Sittard,Eredivisie,24,1998,30,18,1711,19.0,1,0,1,1,0,0,4,0,0.8,0.8,0.9,1.7,11.0,79.0,7.0,0.05,0.0,0.05,0.05,0.05,0.04,0.05,0.09,0.04,0.09
Mathias Ross,DEN,DF,NEC Nijmegen,Eredivisie,22,2001,20,9,1041,11.6,2,0,2,2,0,0,3,0,0.9,0.9,0.3,1.2,6.0,24.0,1.0,0.17,0.0,0.17,0.17,0.17,0.07,0.03,0.1,0.07,0.1
Nils Rossen,NED,"MF,FW",NEC Nijmegen,Eredivisie,17,2005,3,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daan Rots,NED,FW,Twente,Eredivisie,22,2001,33,33,2573,28.6,7,10,17,7,0,0,3,0,4.6,4.6,5.4,10.0,84.0,173.0,318.0,0.24,0.35,0.59,0.24,0.59,0.16,0.19,0.35,0.16,0.35
Mats Rots,NED,DF,Twente,Eredivisie,17,2006,1,1,68,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06
Manu Royo,ESP,DF,Almere City,Eredivisie,29,1994,12,8,665,7.4,0,0,0,0,0,0,2,0,0.1,0.1,1.0,1.1,21.0,28.0,40.0,0.0,0.0,0.0,0.0,0.0,0.01,0.13,0.15,0.01,0.15
Gerónimo Rulli,ARG,GK,Ajax,Eredivisie,31,1992,7,7,571,6.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mathew Ryan,AUS,GK,AZ Alkmaar,Eredivisie,31,1992,29,29,2610,29.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pim Saathof,NED,DF,Go Ahead Eag,Eredivisie,19,2003,4,0,53,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michal Sadílek,CZE,MF,Twente,Eredivisie,24,1999,31,31,2698,30.0,1,3,4,1,0,0,7,1,1.1,1.1,3.2,4.4,53.0,182.0,89.0,0.03,0.1,0.13,0.03,0.13,0.04,0.11,0.15,0.04,0.15
Ibrahim Sadiq,GHA,"FW,MF",AZ Alkmaar,Eredivisie,23,2000,16,5,658,7.3,2,3,5,2,0,0,3,0,1.7,1.7,0.9,2.6,12.0,20.0,56.0,0.27,0.41,0.68,0.27,0.68,0.23,0.13,0.35,0.23,0.35
Modibo Sagnan,MLI,DF,Utrecht,Eredivisie,24,1999,13,10,874,9.7,1,0,1,1,0,0,1,0,0.5,0.5,0.0,0.5,4.0,37.0,1.0,0.1,0.0,0.1,0.1,0.1,0.05,0.0,0.05,0.05,0.05
Samuel Şahin-Radlinger,AUT,GK,Almere City,Eredivisie,30,1992,6,5,464,5.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Osame Sahraoui,NOR,FW,Heerenveen,Eredivisie,22,2001,32,28,2469,27.4,8,4,12,8,0,0,0,0,6.8,6.8,4.0,10.8,166.0,108.0,293.0,0.29,0.15,0.44,0.29,0.44,0.25,0.14,0.39,0.25,0.39
Ismael Saibari,MAR,MF,PSV Eindhoven,Eredivisie,22,2001,19,10,1017,11.3,5,4,9,5,0,0,1,0,5.5,5.5,2.5,8.0,45.0,63.0,68.0,0.44,0.35,0.8,0.44,0.8,0.49,0.22,0.71,0.49,0.71
Koki Saito,JPN,FW,Sparta R'dam,Eredivisie,21,2001,21,20,1658,18.4,3,5,8,3,0,0,0,0,4.2,4.2,3.2,7.4,66.0,69.0,175.0,0.16,0.27,0.43,0.16,0.43,0.23,0.17,0.4,0.23,0.4
Anass Salah-Eddine,NED,DF,Ajax,Eredivisie,21,2002,6,2,192,2.1,0,1,1,0,0,0,0,0,0.1,0.1,0.5,0.6,6.0,17.0,23.0,0.0,0.47,0.47,0.0,0.47,0.03,0.25,0.27,0.03,0.27
Anass Salah-Eddine,NED,"DF,MF",Twente,Eredivisie,21,2002,6,0,126,1.4,0,1,1,0,0,0,0,0,0.0,0.0,0.5,0.5,6.0,12.0,12.0,0.0,0.71,0.71,0.0,0.71,0.0,0.36,0.36,0.0,0.36
Shurandy Sambo,NED,DF,PSV Eindhoven,Eredivisie,21,2001,11,1,190,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.3,4.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.12,0.02,0.12
Alfons Sampsted,ISL,DF,Twente,Eredivisie,25,1998,24,18,1541,17.1,0,2,2,0,0,0,1,0,0.5,0.5,1.2,1.7,24.0,65.0,46.0,0.0,0.12,0.12,0.0,0.12,0.03,0.07,0.1,0.03,0.1
Philippe Sandler,NED,DF,NEC Nijmegen,Eredivisie,26,1997,24,23,1873,20.8,0,0,0,0,0,0,3,0,0.3,0.3,1.0,1.3,8.0,96.0,6.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06
Cisse Sandra,BEL,MF,Excelsior,Eredivisie,19,2003,26,19,1670,18.6,1,1,2,1,0,0,2,0,2.1,2.1,0.9,3.0,15.0,46.0,35.0,0.05,0.05,0.11,0.05,0.11,0.11,0.05,0.16,0.11,0.16
Ibrahim Sangaré,CIV,MF,PSV Eindhoven,Eredivisie,25,1997,2,2,180,2.0,0,1,1,0,0,0,0,0,0.1,0.1,0.5,0.6,4.0,19.0,0.0,0.0,0.5,0.5,0.0,0.5,0.05,0.24,0.3,0.05,0.3
Mohamed Sankoh,NED,FW,Heracles Almelo,Eredivisie,19,2003,28,12,1088,12.1,6,0,6,6,0,0,2,0,9.0,9.0,0.4,9.4,13.0,13.0,55.0,0.5,0.0,0.5,0.5,0.5,0.74,0.03,0.78,0.74,0.78
Kodai Sano,JPN,"FW,MF",NEC Nijmegen,Eredivisie,19,2003,24,17,1593,17.7,4,2,6,4,0,0,3,0,3.2,3.2,1.3,4.5,39.0,56.0,96.0,0.23,0.11,0.34,0.23,0.34,0.18,0.08,0.26,0.18,0.26
Antonio Satriano,ITA,FW,Heracles Almelo,Eredivisie,19,2003,6,1,163,1.8,0,0,0,0,0,0,0,0,0.7,0.7,0.0,0.7,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.41,0.41,0.41
Leo Sauer,SVK,"FW,MF",Feyenoord,Eredivisie,17,2005,13,0,287,3.2,2,3,5,2,0,0,1,0,1.3,1.3,2.3,3.6,26.0,17.0,73.0,0.63,0.94,1.57,0.63,1.57,0.41,0.71,1.13,0.41,1.13
Jasper Schendelaar,NED,GK,Zwolle,Eredivisie,22,2000,32,32,2880,32.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
Sem Scheperman,NED,"MF,DF",Heracles Almelo,Eredivisie,21,2002,22,8,702,7.8,0,0,0,0,0,0,4,0,1.3,1.3,0.6,1.9,1.0,15.0,22.0,0.0,0.0,0.0,0.0,0.0,0.17,0.08,0.25,0.17,0.25
Lasse Schöne,DEN,MF,NEC Nijmegen,Eredivisie,37,1986,23,13,1244,13.8,1,3,4,0,1,1,2,0,1.0,0.2,1.7,1.9,16.0,82.0,25.0,0.07,0.22,0.29,0.0,0.22,0.07,0.12,0.19,0.01,0.13
Jerdy Schouten,NED,"MF,DF",PSV Eindhoven,Eredivisie,26,1997,29,28,2422,26.9,4,0,4,4,0,0,3,0,3.0,3.0,1.0,4.0,22.0,171.0,45.0,0.15,0.0,0.15,0.15,0.15,0.11,0.04,0.15,0.11,0.15
Daniel Schwaab,GER,DF,Heracles Almelo,Eredivisie,34,1988,11,6,555,6.2,1,1,2,1,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.32,0.16,0.32,0.0,0.0,0.0,0.0,0.0
Vivaldo Semedo,POR,FW,Volendam,Eredivisie,18,2005,13,7,626,7.0,1,0,1,1,0,0,1,0,3.1,3.1,0.4,3.5,5.0,9.0,20.0,0.14,0.0,0.14,0.14,0.14,0.45,0.06,0.51,0.45,0.51
Nicolás Serrano,ESP,"FW,MF",Zwolle,Eredivisie,20,2003,10,0,147,1.6,0,1,1,0,0,0,1,0,0.3,0.3,0.1,0.5,6.0,5.0,30.0,0.0,0.61,0.61,0.0,0.61,0.2,0.07,0.28,0.2,0.28
Mats Seuntjens,NED,"FW,MF",Utrecht,Eredivisie,31,1992,15,11,956,10.6,1,1,2,1,0,0,2,0,3.8,3.8,2.2,6.0,20.0,33.0,36.0,0.09,0.09,0.19,0.09,0.19,0.36,0.2,0.56,0.36,0.56
Mats Seuntjens,NED,"FW,MF",RKC Waalwijk,Eredivisie,31,1992,12,10,813,9.0,1,1,2,1,0,0,2,0,1.1,1.1,2.0,3.2,22.0,25.0,39.0,0.11,0.11,0.22,0.11,0.22,0.13,0.22,0.35,0.13,0.35
José Pascual Alba Seva,ESP,FW,Almere City,Eredivisie,23,2000,3,1,133,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.03,0.1,0.13,0.03,0.13
Serano Seymor,NED,DF,Excelsior,Eredivisie,21,2002,9,4,369,4.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kaj Sierhuis,NED,FW,Fortuna Sittard,Eredivisie,25,1998,31,27,2174,24.2,12,3,15,11,1,2,4,0,12.6,11.0,2.6,13.6,42.0,50.0,130.0,0.5,0.12,0.62,0.46,0.58,0.52,0.11,0.63,0.46,0.56
Dimitris Siovas,GRE,DF,Fortuna Sittard,Eredivisie,34,1988,27,27,2300,25.6,0,0,0,0,0,0,6,0,0.7,0.7,0.2,0.9,9.0,67.0,8.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.03,0.03,0.03
Gijs Smal,NED,DF,Twente,Eredivisie,25,1997,26,24,2050,22.8,0,3,3,0,0,0,3,0,1.2,1.2,3.4,4.6,69.0,144.0,144.0,0.0,0.13,0.13,0.0,0.13,0.05,0.15,0.2,0.05,0.2
Ian Smeulers,NED,DF,Excelsior,Eredivisie,23,2000,6,1,178,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
Kees Smit,NED,MF,AZ Alkmaar,Eredivisie,17,2006,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sven Sonnenberg,GER,DF,Heracles Almelo,Eredivisie,24,1999,25,18,1655,18.4,1,0,1,1,0,0,3,0,1.4,1.4,0.2,1.6,14.0,48.0,4.0,0.05,0.0,0.05,0.05,0.05,0.08,0.01,0.09,0.08,0.09
Borna Sosa,CRO,DF,Ajax,Eredivisie,25,1998,16,10,848,9.4,0,4,4,0,0,0,1,0,0.1,0.1,1.4,1.6,23.0,49.0,53.0,0.0,0.42,0.42,0.0,0.42,0.02,0.15,0.17,0.02,0.17
Sylla Sow,NED,FW,Go Ahead Eag,Eredivisie,26,1996,18,4,627,7.0,5,1,6,5,0,0,1,0,3.1,3.1,0.5,3.6,13.0,12.0,44.0,0.72,0.14,0.86,0.72,0.86,0.45,0.07,0.52,0.45,0.52
Sylla Sow,NED,FW,NEC Nijmegen,Eredivisie,26,1996,15,4,484,5.4,2,1,3,2,0,0,1,0,2.3,2.3,0.5,2.8,10.0,5.0,24.0,0.37,0.19,0.56,0.37,0.56,0.42,0.09,0.51,0.42,0.51
Mark Spenkelink,NED,GK,RKC Waalwijk,Eredivisie,26,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Finn Stam,NED,DF,AZ Alkmaar,Eredivisie,20,2003,1,0,35,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
